,spec_no,mz,intensity,signal
2264,148,241.08207855991384,10434.484531512811,1
2265,148,243.133031861972,12355.038761537688,1
2266,148,244.1659159804836,9306.270518327,1
2267,148,258.1083274691713,11903.234503645055,1
2268,148,270.144703801473,11018.016738808155,1
2269,148,274.18735354708645,8582.268723704152,1
2270,148,280.1292036268446,8040.735624064339,1
2271,148,284.1248939150856,12527.813753763834,1
2272,148,298.1385208521134,53912.952490782125,1
2273,148,299.1429931640625,11860.722311958514,1
2274,148,302.1342129695203,36210.9964478568,1
2275,148,316.15017113021656,39937.47470834466,1
2276,148,329.14583833755984,14798.857383643428,1
2277,148,340.15077165029584,10889.793470591016,1
2278,148,356.15987127447414,32500.319972551617,1
2279,148,399.18868604497095,12294.40981311894,1
2280,148,427.1830593242083,37895.57064365254,1
2281,148,428.1854886424785,11074.000979637613,1
2282,148,431.1765198026384,14229.169263820562,1
2283,148,431.8850499904242,96335.53643997842,1
2284,148,445.192713244208,19991.18318922468,1
2285,148,498.2163637031629,14317.153296702116,1
2286,148,501.3139328154007,21552.991500294247,1
2287,148,516.229939451555,20124.09678932018,1
2288,148,522.2844560255699,15493.633770373985,1
2289,148,534.5598713569235,50601.061757571886,1
2290,148,557.8032606408951,20617.256356442227,1
2291,148,621.8304976497787,27795.749459645835,1
2292,148,622.3311912680572,22588.28033804264,1
2293,148,630.355902643487,21507.573496752448,1
2294,148,645.2719026735316,10750.975273691549,1
2295,148,656.0234600740368,193683.225016611,1
2296,148,686.3518629946188,44683.11412016832,1
2297,148,686.8527893839004,31934.90574694284,1
2298,148,687.3524051700626,15050.254529892862,1
2299,148,726.2143274084368,215413.5751781576,1
2300,148,750.8730087065361,65165.64682062713,1
2301,148,751.3740628998855,51305.74183330317,1
2302,148,751.8739165058286,25179.49501698412,1
2303,148,776.3687573504704,20650.95001200194,1
2304,148,786.3917713165283,118763.73211579274,1
2305,148,786.8923500378927,96512.62774876754,1
2306,148,787.3931368604118,45652.665804038814,1
2307,148,796.3343158593691,114833.62072303418,1
2308,148,825.1273954934237,203990.6082999978,1
2309,148,841.4134865592046,30132.441930417663,1
2310,148,841.9107173174277,50998.39370964313,1
2311,148,842.4108440555327,37913.71463193392,1
2312,148,842.9103272076949,20745.433001990456,1
2313,148,850.4221973560475,116169.1948272705,1
2314,148,850.9226783014113,110308.75656629993,1
2315,148,851.4247267929824,52615.52456679711,1
2316,148,905.93437403762,29810.21677639277,1
2317,148,906.433870570866,36657.91581948348,1
2318,148,906.9335144352792,23651.78070591186,1
2319,148,914.943471033433,169964.1884397619,1
2320,148,915.4440433277804,169333.81377590404,1
2321,148,915.9451243406648,82963.3807352394,1
2322,148,916.4460957295186,30362.509815772803,1
2323,148,941.9495779184194,25675.16028534816,1
2324,148,942.4487216815876,25535.186650146305,1
2325,148,950.4623463080604,232046.6602188736,1
2326,148,950.9630041539496,249651.6855634239,1
2327,148,951.4643482152968,127650.50108509892,1
2328,148,951.9654766415164,43159.67986775632,1
2329,148,989.069145704344,151877.89789669166,1
2330,148,1005.9742451420536,29366.511390359312,1
2331,148,1006.4738040640334,39607.31979244012,1
2332,148,1006.9727226789608,26913.14824429889,1
2333,148,1014.984109061105,119276.67694607028,1
2334,148,1015.4845670597282,124654.84025445812,1
2335,148,1015.984726061924,69190.42354067796,1
2336,148,1016.4864401895492,22493.937962266264,1
2337,148,1065.5075297932049,182907.7716552399,1
2338,148,1066.0071634114584,199491.61802734376,1
2339,148,1066.5078085302337,111323.39093943856,1
2340,148,1067.0079965666523,41634.44119681711,1
2341,167,127.08654831866828,3827.920907156808,1
2342,167,129.06558934653677,3805.071234168076,1
2343,167,129.10337766011557,19417.95066412289,1
2344,167,130.06486923630172,3263.761008185309,1
2345,167,130.08716084798178,5707.968081359863,1
2346,167,131.06671050273223,90485.29668026224,1
2347,167,132.50901097836703,5418.536833721659,1
2348,167,132.62365240799753,2825.995990150853,1
2349,167,136.07453901871392,31673.780367726864,1
2350,167,137.078795841762,3269.637167794364,1
2351,167,141.0654296875,3611.699153709412,1
2352,167,141.1018146938748,4088.480865478516,1
2353,167,143.0818540132963,4482.285353440505,1
2354,167,143.11738915076623,6815.890029437725,1
2355,167,147.11232192794998,10612.04286629813,1
2356,167,153.1891801253609,3146.533649112868,1
2357,167,155.08130094740125,10472.46032248603,1
2358,167,157.09689969794695,4395.634737236555,1
2359,167,157.13319566514758,5417.146853492373,1
2360,167,158.09203809372923,3043.358389996468,1
2361,167,159.07682102748325,3719.16468069894,1
2362,167,159.0913521019188,9544.164045179212,1
2363,167,159.1123639275046,15679.73681348913,1
2364,167,169.09632892373168,6080.363491764775,1
2365,167,169.1332857855435,3996.5324966825287,1
2366,167,171.0762387789213,9049.05707174448,1
2367,167,171.11271490566972,4005.803686390752,1
2368,167,173.09202909469604,2576.7162652015686,1
2369,167,173.12829998177543,4471.789053043849,1
2370,167,175.11837456815985,18704.402715867567,1
2371,167,183.11279417976505,4040.638286045619,1
2372,167,183.14892025270325,5483.245079925095,1
2373,167,185.0919088968417,3989.189322122713,1
2374,167,185.12817691851265,8829.460128880753,1
2375,167,185.16464078599128,5005.387453604436,1
2376,167,186.08891805013025,3253.961347791884,1
2377,167,186.1260469498173,2973.3870588733303,1
2378,167,187.10772263860127,17503.872951277768,1
2379,167,187.14409902821416,4843.422127931014,1
2380,167,197.1282267979213,5975.832339259557,1
2381,167,199.07078323364257,2356.169525909424,1
2382,167,199.1073654637192,2732.1967995383525,1
2383,167,199.18039458652711,9219.83546303803,1
2384,167,200.13889756843224,4830.977093141471,1
2385,167,201.08650679815383,2439.2232591538204,1
2386,167,201.1230416690602,8835.800494743797,1
2387,167,207.11250144556948,21375.87887282121,1
2388,167,210.0248491840977,9643.59730579007,1
2389,167,211.14395861355763,4877.167654505316,1
2390,167,212.10264951791336,5386.631676061829,1
2391,167,213.08651569911413,3477.6483502388,1
2392,167,213.15869649251303,4001.2217235899807,1
2393,167,214.11822263656123,3841.65816374748,1
2394,167,215.1385190914839,5640.253980343158,1
2395,167,216.0973673502604,5408.074275970459,1
2396,167,217.0828625316352,4906.868325676716,1
2397,167,226.1181050618489,5528.097890090942,1
2398,167,226.1544292553051,4075.782863101444,1
2399,167,227.1022321428572,4663.836757114956,1
2400,167,227.1749222278595,5908.054561436176,1
2401,167,228.1339807056245,10040.737899053664,1
2402,167,229.11773486015124,5528.825540395884,1
2403,167,229.15356162742333,3613.478036385995,1
2404,167,230.11309273012225,3677.1804435483873,1
2405,167,231.1129011674361,10271.017634536282,1
2406,167,233.1643771319322,6835.818295760893,1
2407,167,235.10711812973025,10043.75233387947,1
2408,167,240.0974126962515,2586.7548763568584,1
2409,167,240.1338645739433,8366.343451768924,1
2410,167,242.14962346930253,7107.34183261269,1
2411,167,243.1097999855324,3044.855189853244,1
2412,167,243.133041381836,5773.450708788495,1
2413,167,244.09214107806864,3740.934183267447,1
2414,167,244.165141078404,2494.8757409232003,1
2415,167,245.12869974772136,2530.467829386393,1
2416,167,249.12281296673945,33134.78128086539,1
2417,167,250.1238465004779,4952.989913615775,1
2418,167,254.1493324180702,11552.450423599836,1
2419,167,258.1076995849609,3228.683905601501,1
2420,167,258.1442949567522,4818.93926827567,1
2421,167,259.1076989552332,11464.543006896973,1
2422,167,261.15857100813355,8702.679721309714,1
2423,167,263.13776724679127,4338.948660714285,1
2424,167,268.16509605856504,4464.583917056813,1
2425,167,270.14442070855034,7862.970667860243,1
2426,167,271.1423103578629,3435.8437928230533,1
2427,167,272.1331513233674,3857.62408603766,1
2428,167,272.1646394275484,4928.802641369048,1
2429,167,277.1176617501796,49692.6016667684,1
2430,167,278.1210687099359,7251.756801507412,1
2431,167,284.1236328125,2444.852770385742,1
2432,167,284.1953866141183,3337.463017327445,1
2433,167,285.1561749432538,4100.216473553632,1
2434,167,286.1752691501524,5653.71263150471,1
2435,167,289.161119733538,8524.64435495649,1
2436,167,298.1390162054098,8337.598069676813,1
2437,167,299.1719596616683,3019.030340379284,1
2438,167,311.1711963155995,4957.96091627038,1
2439,167,325.1870891026088,4066.679855482919,1
2440,167,325.22310747419084,2909.685598373413,1
2441,167,332.19601210108345,5828.376848328789,1
2442,167,339.2023745167012,3677.4548015983737,1
2443,167,343.1552990722656,2731.321332168579,1
2444,167,344.1958041191101,8178.81393301487,1
2445,167,346.13677385118274,4248.480855305989,1
2446,167,353.2175526618957,5336.343790054321,1
2447,167,357.21287340995593,7662.683471679687,1
2448,167,359.19293212890625,22835.564009446363,1
2449,167,360.1917428970337,3569.63392162323,1
2450,167,364.1488623046875,2849.6242993164065,1
2451,167,372.1908690623748,29381.05497281979,1
2452,167,373.1926413796165,4925.4721357865765,1
2453,167,376.1868650855088,3668.5735570395855,1
2454,167,384.2242807241586,4432.101445124699,1
2455,167,390.2027885340437,24677.74943856348,1
2456,167,391.2034867604573,4806.451807657878,1
2457,167,402.2456260094276,6289.82817191344,1
2458,167,419.23013793945313,5301.057731628418,1
2459,167,443.2278112596081,11829.878949565273,1
2460,167,444.2472502609779,3859.718881442629,1
2461,167,445.20705489037744,15206.022216904332,1
2462,167,446.208984375,3162.893548148019,1
2463,167,459.22331709428266,6674.920425692471,1
2464,167,461.2373046875,11998.000457100246,1
2465,167,470.4106072730719,102881.41862053896,1
2466,167,481.2761727792245,4466.882288049768,1
2467,167,489.2771365743288,25897.349958392937,1
2468,167,490.2771538628472,5701.105414496527,1
2469,167,502.2657947540283,2845.8220896720886,1
2470,167,512.2492365251508,11320.755063776383,1
2471,167,515.2858976476333,3088.2212032991297,1
2472,167,516.2431589762369,4122.390527513292,1
2473,167,530.2573367387821,14979.034909370615,1
2474,167,530.262510357481,13024.942388837988,1
2475,167,531.2644282749721,3116.196181161063,1
2476,167,548.2709034511021,5921.19687298366,1
2477,167,558.2911703620158,13578.72864586199,1
2478,167,559.2937488555908,3417.760425746441,1
2479,167,584.3090033280222,3942.348061009457,1
2480,167,585.3076500525841,6918.31981248122,1
2481,167,588.3460506863064,33333.36344231499,1
2482,167,589.3482498468137,9067.385301776962,1
2483,167,601.3330688476562,4459.098553565241,1
2484,167,611.315860421317,7495.7434513637,1
2485,167,625.3663623046875,12927.371953125,1
2486,167,629.3285325270433,15175.664924973707,1
2487,167,630.3312000093006,4356.765366917565,1
2488,167,647.3346821178089,5879.832531842319,1
2489,167,662.3269636824324,9274.100721204602,1
2490,167,703.3710017128597,15377.985310509092,1
2491,167,711.6029496238659,33606.326971556475,1
2492,167,728.3927546909878,5068.405650275095,1
2493,167,779.7787858697656,29348.65726626828,1
2494,167,850.4375592400046,35021.42824397368,1
2495,167,850.4432345303622,35148.59068714489,1
2496,167,851.4445216402095,14901.118844539562,1
2497,167,852.4481396484375,2823.166389160156,1
2498,167,858.2009900256442,20166.91507053653,1
2499,167,920.470263671875,30389.79634765625,1
2500,167,945.5307226031274,94483.64939498344,1
2501,167,965.4672517123288,42294.54627206881,1
2502,167,966.4690185546876,19412.855712890625,1
2503,167,1075.5133150540864,12695.15932581975,1
2504,167,1076.4966796875,23779.315546875,1
2505,167,1076.50498046875,21926.06198730469,1
2506,167,1077.5084604116587,10766.092280069986,1
2507,167,1083.8699051258725,77762.0845532353,1
2508,167,1093.5261130136987,70883.94599914551,1
2509,167,1094.5271014873797,35084.039100060094,1
2510,167,1095.530080942007,11079.256286621094,1
2511,167,1175.5726633379536,8114.898342993952,1
2512,167,1192.5933486938477,112414.99670181276,1
2513,167,1193.595005580357,60906.42189461844,1
2514,167,1194.595919095553,14509.971336951625,1
2515,167,1230.4032709789658,9981.550329530648,1
2516,167,1291.6645795036766,42122.82860370711,1
2517,167,1292.6657221867488,25510.78559288612,1
2518,167,1361.67236328125,7227.546719970703,1
2519,167,1378.6936070033482,66767.90273742676,1
2520,167,1379.6947561410757,45476.81247182993,1
2521,167,1449.7313137054443,41541.66769552231,1
2522,167,1450.7313406808037,28871.24057006836,1
2523,167,1562.8128509521484,9966.023686408997,1
2524,167,1563.8100947627315,6317.1864985713255,1
2525,167,1628.8746263288976,50817.861174971375,0
2526,178,101.07152953577656,6306.780454611062,1
2527,178,101.1079869809358,1908.3520619268,1
2528,178,102.05537365564231,30646.230002314667,1
2529,178,110.07160745765084,8705.249092335478,1
2530,178,113.07151525160846,1871.599237039428,1
2531,178,115.0870984493916,3566.8748117294112,1
2532,178,119.08198620326306,3996.669692707656,1
2533,178,120.08161846122356,13439.993508390948,1
2534,178,129.06632490218826,3451.2855026828256,1
2535,178,129.10296675606557,31146.54567042824,1
2536,178,130.05023380279542,4305.061628189087,1
2537,178,130.08671081363718,15480.48451329538,1
2538,178,130.10577811135187,2788.753397093879,1
2539,178,131.0828512469869,15282.49617820706,1
2540,178,136.07573861857406,21304.42785674816,1
2541,178,140.0708612203598,3246.0060185194016,1
2542,178,141.06619684128535,5705.781411597843,1
2543,178,143.08186869932615,3099.720015588085,1
2544,178,143.11808800402983,15655.143135588844,1
2545,178,147.11277104449528,27814.16879644189,1
2546,178,148.0616474507018,2657.2419894200675,1
2547,178,148.1162046349567,2444.6061725284744,1
2548,178,155.08207828916352,3940.320258094525,1
2549,178,159.07645351255957,19333.772114250514,1
2550,178,166.15280309420285,34215.51474695379,1
2551,178,171.07655208895665,10763.17172724564,1
2552,178,171.11296471228965,16057.316765676644,1
2553,178,173.09245019979753,7341.613399712804,1
2554,178,173.12882347885443,11230.62821530712,1
2555,178,173.41956702338496,107413.65271152796,1
2556,178,175.11891839988678,8968.080866357719,1
2557,178,181.0611258303593,4118.064184697713,1
2558,178,185.0560441373788,2635.8904360615315,1
2559,178,185.09234026700057,4119.678895076296,1
2560,178,186.1242337908064,2209.9923055512563,1
2561,178,187.071570386504,19275.641906457,1
2562,178,187.10834348247425,6506.706884306509,1
2563,178,189.08742741417728,5218.949178484221,1
2564,178,199.07174642086028,10838.272975966334,1
2565,178,199.1080168290572,3358.904175479845,1
2566,178,201.0874974378544,9853.36337136034,1
2567,178,201.12392047168763,7597.338045115071,1
2568,178,203.1031436145965,3936.640125279057,1
2569,178,204.1346910807292,3551.5858207804363,1
2570,178,213.08746358190567,3985.516757677505,1
2571,178,216.1344316416773,2432.0673364955805,1
2572,178,217.08280327096807,21416.991332820537,1
2573,178,218.15038956267924,4264.256756052187,1
2574,178,224.1037742235384,2316.247956178465,1
2575,178,226.0829312801361,3082.4092172682285,1
2576,178,226.11850294752583,3109.404481193056,1
2577,178,227.0667975334705,2021.180510976997,1
2578,178,231.097654636736,5381.287963673932,1
2579,178,240.1344419206892,3996.818104209838,1
2580,178,240.2945271534648,63504.18001475403,1
2581,178,242.1504861609524,3746.655077700634,1
2582,178,244.0931797914727,3195.770708840947,1
2583,178,244.12977257494657,5384.710338433733,1
2584,178,245.0767435105787,25194.62707950354,1
2585,178,252.1346918677804,2610.686509535956,1
2586,178,258.1455117697244,6425.727058790018,1
2587,178,260.1971450136952,4827.904510034508,1
2588,178,262.1419382058229,13567.751855234228,1
2589,178,270.10911193008684,4407.842849580693,1
2590,178,270.1455148285992,14034.58156058796,1
2591,178,276.1556745649458,9057.682645600122,1
2592,178,286.1387583583692,14306.521503464328,1
2593,178,286.14183980244525,11774.79121921862,1
2594,178,288.11870779399,4814.872587687049,1
2595,178,294.4933499663381,82183.37658883525,1
2596,178,296.0882855301383,3661.814445527095,1
2597,178,298.10406251470727,3285.510885666077,1
2598,178,302.87260769722155,1937.9809446406543,1
2599,178,309.34733006694023,41624.782147860125,1
2600,178,314.0985861769,8300.326393694091,1
2601,178,316.11453895701766,7727.600431046835,1
2602,178,332.1094399182173,8596.993524042082,1
2603,178,334.5681853367,123591.40074414545,1
2604,178,339.13053639729816,6382.896142786624,1
2605,178,356.1299049757808,82466.25119009764,1
2606,178,357.14154065139894,6245.65767713097,1
2607,178,367.1255564916702,7958.2006119773505,1
2608,178,385.1359361731488,8526.87375717163,1
2609,178,387.1883437370939,2452.20074919562,1
2610,178,390.3672331879615,28881.385407698865,1
2611,178,394.1205746404015,99534.6124352746,1
2612,178,403.1469048059034,4295.602777055366,1
2613,178,415.1835508200736,3201.611166875297,1
2614,178,419.0157408814376,83600.27354048006,1
2615,178,454.1509977346721,80145.0318406519,1
2616,178,456.1731142530254,3351.1996581943986,1
2617,178,466.1949576318792,3198.842537314491,1
2618,178,471.3894394063623,102628.88499832264,1
2619,178,479.931983287811,106521.19799505992,1
2620,178,481.3438591206215,94099.3834886951,1
2621,178,492.4828504405706,11669.071807251254,1
2622,178,500.7076389219703,2535.2563696884527,1
2623,178,509.7127801303206,4805.849788912411,1
2624,178,514.7060826280382,4794.344546440972,1
2625,178,523.7104451315744,5288.664796386446,1
2626,178,539.6088280104626,71705.21182899075,1
2627,178,557.7283353805542,2896.4666661545634,1
2628,178,558.7322691490208,2449.868688384872,1
2629,178,559.2299643061302,5384.042579192318,1
2630,178,564.204087511241,2220.6410907772806,1
2631,178,565.2307495590328,3524.7883120248484,1
2632,178,566.7330549603049,3411.405494921604,1
2633,178,567.7241754242868,3559.361693179969,1
2634,178,568.2151229347338,5045.681754636993,1
2635,178,573.2070822975852,4659.262241089344,1
2636,178,581.7223149813138,4225.338492980371,1
2637,178,582.2136799047202,7444.618726345976,1
2638,178,590.2262724089532,2772.178120631229,1
2639,178,591.2100388983719,7884.178827986998,1
2640,178,593.2476165216619,2780.7566821566493,1
2641,178,593.7442438629037,2904.4508692801664,1
2642,178,594.2365391923876,3188.7923839926134,1
2643,178,599.7299565333946,2498.4513148887486,1
2644,178,602.2528596357865,5856.493898789991,1
2645,178,602.7495083798465,6068.564496297023,1
2646,178,603.2451051437736,4691.921901766672,1
2647,178,608.7332153320312,3680.4278202859145,1
2648,178,613.2447448475092,2918.3729490336013,1
2649,178,614.2302474739382,2672.3993962999466,1
2650,178,617.2487058386339,3546.297503614848,1
2651,178,622.2498890086763,3684.105952549296,1
2652,178,622.7461593982786,4574.379816809366,1
2653,178,623.2469219189685,3094.9516458918133,1
2654,178,630.3108850294544,3215.0666338320702,1
2655,178,631.2532418771011,6005.822961951818,1
2656,178,631.7508143118682,6978.806833341073,1
2657,178,635.2659552556818,4511.549163471569,1
2658,178,640.9437953905127,15165.956048548907,1
2659,178,643.7710763715171,3878.012621348714,1
2660,178,644.2666249655507,3614.703114696807,1
2661,178,648.7640798468339,3039.078282941852,1
2662,178,649.2548646243732,4749.445025862117,1
2663,178,649.3301579402043,10525.992419426258,1
2664,178,652.7754238919094,3676.277102083773,1
2665,178,653.2713246185508,4104.219392114038,1
2666,178,657.7687276748412,6677.06357423507,1
2667,178,658.2665766283384,5686.522426519179,1
2668,178,662.246528126369,9491.521275778798,1
2669,178,666.7722305629565,8527.477866913961,1
2670,178,667.2683946589278,9600.430140864302,1
2671,178,667.3316479264018,123620.35501387856,1
2672,178,667.8315451009826,41710.02772821818,1
2673,178,714.5244620587612,52594.8446027778,1
2674,178,718.7667198870247,89052.83249364064,1
2675,178,743.2688352825699,2900.954693244179,1
2676,178,748.2942312406801,4810.410563267118,1
2677,178,802.345620572365,3560.072388450978,1
2678,178,814.3067542484829,2384.647220764841,1
2679,178,816.727615795967,82903.97637366809,1
2680,178,831.3323658025154,2608.775130151588,1
2681,178,832.3144511640311,9075.71725632388,1
2682,178,884.3110002790179,6148.173853380927,1
2683,178,891.3527456888338,8100.0645110990945,1
2684,178,901.3361730957032,4242.447459877014,1
2685,178,911.4587323583048,108619.04321605942,1
2686,178,913.3731137737956,3532.9501026936496,1
2687,178,916.3855445139692,6250.557563263693,1
2688,178,917.3697315084524,9555.11708157638,1
2689,178,917.4731086987154,97038.70112715292,1
2690,178,918.3670954329244,5272.303617606002,1
2691,178,919.3491026533412,19075.56234556969,1
2692,178,931.3883586682772,9634.200066282036,1
2693,178,932.3875527969136,4536.513824960868,1
2694,178,942.0977143265172,108603.9759922619,1
2695,178,953.3273579296364,24826.37981062709,1
2696,178,992.365393644254,9355.620080011133,1
2697,178,993.350095348198,20726.065877193163,1
2698,178,993.3675789745736,3679.503486692687,1
2699,178,993.6430976324108,33200.46996427987,1
2700,178,1000.4075754951028,2723.058537612943,1
2701,178,1012.371239060622,2606.276495185265,1
2702,178,1017.4321466355096,3042.3609334128246,1
2703,178,1018.4156570789426,7257.113541798259,1
2704,178,1018.4262524773092,6159.539610229871,1
2705,178,1028.4069393382354,4187.535204636817,1
2706,178,1029.395231189646,3245.6376970151973,1
2707,178,1030.3888344946204,4774.1443330309385,1
2708,178,1045.4274705317982,9086.81399419015,1
2709,178,1046.4100518344849,20094.00783590837,1
2710,178,1047.4098582858655,6531.947587997151,1
2711,178,1063.4037829740548,14139.224739985211,1
2712,178,1064.3888207834664,22012.5733683067,1
2713,178,1064.405556418679,5679.208424108012,1
2714,178,1068.913282991498,81864.21060863213,1
2715,178,1074.4709275592068,7688.639927355163,1
2716,178,1088.4693354746742,3378.119249325793,1
2717,178,1109.0708124071205,100043.57537101398,1
2718,178,1115.429559698687,3101.2582194368606,1
2719,178,1117.4492177198708,9490.998061095612,1
2720,178,1127.2224628833335,113076.21964423546,1
2721,178,1132.453711856858,4383.365497924294,1
2722,178,1145.4100608978883,4980.173584398975,1
2723,178,1161.4082047241743,6213.518993523444,1
2724,178,1162.4332448233545,5891.303192588784,1
2725,178,1163.4312127032404,6355.055924000335,1
2726,178,1186.4694661710284,3895.185433691869,1
2727,178,1203.494351806641,5553.645980089505,1
2728,178,1204.4903216784514,7108.896819378756,1
2729,178,1214.4683517456056,4016.043263840676,1
2730,178,1215.4665058992348,3116.444818738042,1
2731,178,1216.448538683338,4938.5931559405535,1
2732,178,1217.432595854824,7982.719958555351,1
2733,178,1219.403312255422,98314.07072710288,1
2734,178,1231.4908212918606,8254.145305906804,1
2735,178,1232.4908669566194,5843.087140458079,1
2736,178,1233.4730384563577,8261.615979332759,1
2737,178,1234.4705631201866,5079.7768600970085,1
2738,178,1259.4873186618793,4292.801768087779,1
2739,178,1260.4712785225083,10458.050526656769,1
2740,178,1260.4883937928737,2613.529048463775,1
2741,178,1316.1480535765013,8890.332883673864,1
2742,180,101.07160206584189,29654.70584383878,1
2743,180,101.10805737132758,36077.517206756165,1
2744,180,101.91478577276024,1028721.490235868,1
2745,180,102.05545759692636,157252.34281182045,1
2746,180,103.05656769316076,6125.981287034892,1
2747,180,104.05319155179538,16024.429509089545,1
2748,180,110.07106338847768,82276.31108440053,1
2749,180,111.09221115112304,10532.309899902344,1
2750,180,112.07562953404016,113709.9751586914,1
2751,180,112.0874956675938,14862.72326006208,1
2752,180,115.08714025160846,19821.1848934398,1
2753,180,116.07118815760458,25347.114572832663,1
2754,180,120.0455812215805,69990.58624744415,1
2755,180,120.08255704243976,177069.9423567454,1
2756,180,121.08462647830738,18939.25506771312,1
2757,180,126.3608135860302,2542578.0657266607,0
2758,180,127.08719999893852,12698.283834706182,1
2759,180,129.066542960502,20476.042121681006,1
2760,180,129.10445949009485,559498.4154521397,1
2761,180,130.0503372192383,31142.014000701904,1
2762,180,130.06631242468,23550.461528372256,1
2763,180,130.08815372800365,254197.71831979105,1
2764,180,130.10494573065574,50365.59199686253,1
2765,180,131.08740797776443,41680.163864370494,1
2766,180,136.07501661163016,139921.62779817876,1
2767,180,137.07906386431526,11034.923353008197,1
2768,180,139.08725198109946,20217.440081278484,1
2769,180,141.0667110709257,35098.09253843441,1
2770,180,141.10265323093958,15632.704836164205,1
2771,180,143.08283916272617,31895.966447328265,1
2772,180,143.1179221368605,33593.3399932,1
2773,180,145.06267293294272,12449.441938920454,1
2774,180,146.0609642933991,39884.82638911877,1
2775,180,146.12928067720853,66085.7200020032,1
2776,180,147.07303453528365,5923.097695972609,1
2777,180,147.1123995099749,162047.55659975324,1
2778,180,148.11520548502605,39543.56778564453,1
2779,180,155.0832677770544,16197.743423214664,1
2780,180,155.11798430652152,11817.24473608994,1
2781,180,157.06178014418657,6680.32858096852,1
2782,180,157.0968874667553,171600.12699470113,1
2783,180,157.10897013346354,6545.571904500325,1
2784,180,157.13353267468904,26876.82211514523,1
2785,180,158.0919855817964,28673.55648919601,1
2786,180,159.07589599609375,60995.82238214493,1
2787,180,159.0917222764757,28403.32093256491,1
2788,180,159.11299095153808,57510.67100219727,1
2789,180,163.08767496744792,140826.7232035319,1
2790,180,163.48617159004095,1755417.0063866435,1
2791,180,164.09034816196987,7876.31181640625,1
2792,180,166.05386810302736,19001.8959777832,1
2793,180,166.061519916241,10849.857103812388,1
2794,180,167.0837955918423,26516.63346685365,1
2795,180,169.09659481048584,14631.616234064102,1
2796,180,169.13386212862454,25529.441528320312,1
2797,180,169.91383804118527,259429.7065354937,1
2798,180,171.07451811290923,90202.37191336496,1
2799,180,171.112998397262,19949.7172597426,1
2800,180,173.07178243001303,8166.2744547526045,1
2801,180,173.09248748779297,14476.241643066409,1
2802,180,173.12874801844768,28126.47892531304,1
2803,180,174.05479658895464,147877.8838537273,1
2804,180,175.05766944885255,11036.213270711898,1
2805,180,175.11779749253216,289856.50486988743,1
2806,180,176.12333209698016,11313.32859332745,1
2807,180,180.103127179827,38300.63314819336,1
2808,180,181.061423601423,11052.219915117535,1
2809,180,181.09734090169272,10882.208573404949,1
2810,180,183.11311152943392,29866.56453704834,1
2811,180,183.14956433259988,31343.267509170724,1
2812,180,184.1099749625997,16471.324295368602,1
2813,180,185.0561329609639,8823.68724926098,1
2814,180,185.0924554249597,80156.01232522631,1
2815,180,185.1287797194261,20641.410395695613,1
2816,180,185.165153353822,20428.84517295688,1
2817,180,186.1247871212843,7267.525435470953,1
2818,180,187.07137298583984,5386.414323694566,1
2819,180,187.10807225324103,26383.9596725685,1
2820,180,187.1444456456072,9845.106866351627,1
2821,180,188.04611081950745,1442930.2046396814,1
2822,180,189.0874826340448,51925.483305431546,1
2823,180,191.08232384397272,18989.76020384672,1
2824,180,195.07676138004783,41779.35427813463,1
2825,180,195.1132709980011,28359.858496665955,1
2826,180,197.12879479449728,29477.01837821629,1
2827,180,197.16542960502005,9232.527515308277,1
2828,180,199.07176780700684,15170.26281696558,1
2829,180,199.1080105251736,10842.035880533856,1
2830,180,199.1811969463642,34958.00571852464,1
2831,180,201.0873503912063,10829.151335216704,1
2832,180,201.12418288327336,77211.80769399578,1
2833,180,202.1274167574369,49008.47275763292,1
2834,180,203.11326352287745,179070.57758465936,1
2835,180,204.0964149619637,1441617.6228683435,1
2836,180,204.13153100782824,10399.5561070596,1
2837,180,206.09259643554688,20205.800006975445,1
2838,180,207.11159578959143,24618.89383951823,1
2839,180,208.1089992523193,14803.983968138697,1
2840,180,209.09243977864585,11210.02676188151,1
2841,180,211.1445083618164,36743.30203082111,1
2842,180,212.104206318758,9277.733906648597,1
2843,180,212.1384703692268,15677.94693848666,1
2844,180,213.0875915923676,43661.40518867195,1
2845,180,213.12408922539385,24328.401638343686,1
2846,180,215.1381990587389,20646.80312043268,1
2847,180,217.0843721154618,22777.14447146899,1
2848,180,218.15059211037376,11157.996803977272,1
2849,180,225.12393049760297,9635.89565196182,1
2850,180,226.1179677672305,18097.75851697437,1
2851,180,226.15539042154947,11934.5990363227,1
2852,180,227.1758020794581,18362.82799203056,1
2853,180,229.11842688198743,67715.1340531974,1
2854,180,230.113613801844,7887.864586325253,1
2855,180,230.1504173278809,56750.53753967285,1
2856,180,231.0972215440538,10806.870003255208,1
2857,180,233.1654485754065,22417.82731669658,1
2858,180,234.1454162597656,15009.444805145264,1
2859,180,235.11108627319337,16542.060452270507,1
2860,180,235.1454369960687,11416.439044267703,1
2861,180,237.13133850097657,15825.44190673828,1
2862,180,239.0865275065104,11123.58554280599,1
2863,180,239.11368942260745,6887.23308300972,1
2864,180,240.097649207482,13905.795439265325,1
2865,180,240.13464334848769,70844.18227489575,1
2866,180,241.08413201409417,38529.49871166332,1
2867,180,242.1871760232108,40007.09295000349,1
2868,180,243.13394850827336,16241.820954054929,1
