,spec_no,mz,intensity,signal,closest_neighbor_index,closest_neighbor_distance
12825,203,296.0874352657433,8728.621310861183,1,12824,1.9690446065400238
12826,203,298.0974777929041,32075.47100977866,1,12827,0.04146958800953371
12827,203,298.13894738091363,12262.37829135713,1,12828,0.0023958288040262232
12828,203,298.14134320971766,11781.302900514018,1,12827,0.0023958288040262232
12829,203,298.17577695456345,139455.5996946266,1,12828,0.034433744845784986
12830,203,299.1778106689453,21859.897688067,1,12831,0.9778002899220724
12831,203,300.1556109588674,32851.57539791672,1,12830,0.9778002899220724
12832,203,301.1530088028818,10851.734615361916,1,12831,0.9973978440144151
12833,203,309.1550128391811,17562.799693843295,1,13163,1.1580752321202459
12834,203,312.1554469517299,11457.253728424555,1,12655,1.0000000374247735
12835,203,314.17162900738475,10357.137671196366,1,12836,1.032276222213227
12836,203,315.203905229598,14866.140702551733,1,12837,0.9482424184883484
12837,203,316.1521476480863,9989.131781617174,1,12836,0.9482424184883484
12838,203,323.09827603234186,9803.100758314133,1,12839,0.9840694416336078
12839,203,324.08234547397547,53335.32482776307,1,12838,0.9840694416336078
12840,203,325.18761962265694,13725.597244321283,1,12841,0.9043333647990721
12841,203,326.091952987456,12077.817968341666,1,12842,0.0795588829930125
12842,203,326.171511870449,13894.078283876586,1,12841,0.0795588829930125
12843,203,327.167116869216,27443.110724263544,1,12842,0.9956049987669644
12844,203,334.13905226696824,84399.1027829904,1,12845,0.004608778823865123
12845,203,334.1436610457921,35880.67465331452,1,12844,0.004608778823865123
12846,203,335.1424430065357,11554.19129055549,1,12845,0.9987819607435995
12847,203,341.1092996822062,89625.1944847974,1,12848,0.10901636578904572
12848,203,341.21831604799524,39514.86836104863,1,12847,0.10901636578904572
12849,203,342.09240760068343,43627.0545999056,1,12848,0.874091552688185
12850,203,343.1585150249934,10207.929654529538,1,12849,1.066107424309962
12851,203,345.1778087549509,197252.9605406652,1,12852,0.9999818366404156
12852,203,346.1777905915913,25988.173870209364,1,12853,0.0038288852624646097
12853,203,346.18161947685377,34820.561237000584,1,12852,0.0038288852624646097
12854,203,351.20310577186376,41955.43837569856,1,12663,1.352490692461718
12855,203,353.1829178659539,8138.279361564235,1,13167,1.0000002849005964
12856,203,357.1339545208475,18956.37261935939,1,12857,0.04296172079830285
12857,203,357.1769162416458,10938.57036266476,1,12856,0.04296172079830285
12858,203,359.119280852224,122090.18136187276,1,12859,0.047557342810648606
12859,203,359.16683819503464,8498.632419538299,1,12858,0.047557342810648606
12860,203,360.11448895155326,12087.200988910608,1,12859,0.9476507565186125
12861,203,361.11443066534406,11697.95165946102,1,12860,0.999941713790804
12862,203,362.1715727875952,42190.954695836444,1,12863,1.0156471873172563
12863,203,363.18721997491247,132160.75150161283,1,12864,1.0034041720371079
12864,203,364.1906241469496,20378.565991259,1,12863,1.0034041720371079
12865,203,367.11788600424063,24970.8799269303,1,13171,1.003145661541191
12866,203,369.1674893383909,11370.807062158445,1,12867,0.04617045104077988
12867,203,369.2136597894317,287588.90389329835,1,12866,0.04617045104077988
12868,203,370.21648683939895,60232.63421066493,1,12869,0.9752925730386437
12869,203,371.1917794124376,34025.47224374811,1,12868,0.9752925730386437
12870,203,376.1159128971237,12543.972370284924,1,12871,0.07155573905680512
12871,203,376.1874686361805,25094.63819240594,1,12870,0.07155573905680512
12872,203,377.1822720999396,60703.47571251656,1,12871,0.9948034637591263
12873,203,378.18378085376105,12646.608240405509,1,12872,1.0015087538214402
12874,203,379.205204191662,10609.139177833284,1,12873,1.0214233379009556
12875,203,381.1758674076625,27757.38486767156,1,12874,1.9706632160005029
12876,203,383.190739440918,8310.219530526798,1,12877,1.9380870398253478
12877,203,385.1288264807433,260745.3293817324,1,12878,1.002224077907897
12878,203,386.1310505586512,57517.79141836037,1,12879,0.9952158266508491
12879,203,387.1262663853021,20277.03043007262,1,12880,0.07685749943760811
12880,203,387.2031238847397,10280.097683016247,1,12879,0.07685749943760811
12881,203,389.1085834411913,8474.694959827588,1,12880,1.9054595564516035
12882,203,393.1728201038512,9870.782072336138,1,12883,1.074015238330503
12883,203,394.2468353421817,7620.187714074045,1,12884,0.9448156485080403
12884,203,395.19165099068977,10033.625816773832,1,12883,0.9448156485080403
12885,203,397.1294561940171,116575.33311163858,1,12886,0.07894561860575777
12886,203,397.20840181262287,133664.77120021795,1,12885,0.07894561860575777
12887,203,398.2109970013439,27243.144155899,1,12886,1.0025951887210454
12888,203,405.1723248747741,58222.99506941458,1,12889,1.0045979680450614
12889,203,406.1769228428192,12543.451352526665,1,12890,0.9409916764224135
12890,203,407.1179145192416,27449.09289229544,1,12891,0.08617266290713133
12891,203,407.2040871821487,77709.28864137044,1,12890,0.08617266290713133
12892,203,408.2064961691987,19485.00293334649,1,12670,1.0003097032027428
12893,203,409.21143858773365,7152.456011295319,1,12672,1.0000026334746883
12894,203,411.1827370224485,17776.5910143465,1,12895,1.0738845917924777
12895,203,412.256621614241,26682.10159887456,1,12894,1.0738845917924777
12896,203,415.1627404133793,72466.50076681447,1,12897,1.0045583287081854
12897,203,416.1672987420875,15203.33232721076,1,12896,1.0045583287081854
12898,203,419.2040378620531,29982.88719893543,1,12899,1.01124994696562
12899,203,420.2152878090187,25628.74399312337,1,12900,0.008011414782458814
12900,203,420.2232992238012,11534.098413927804,1,12899,0.008011414782458814
12901,203,422.242470481179,43058.5012826047,1,12902,1.0010678391820989
12902,203,423.2435383203611,9854.842900470714,1,12901,1.0010678391820989
12903,203,425.1273345058404,339881.9835620102,1,12904,0.9998419585654119
12904,203,426.1271764644058,161287.03364932057,1,12903,0.9998419585654119
12905,203,429.1919701707552,13422.8206171053,1,13173,1.0053548053199695
12906,203,433.2092594979378,42978.43809253673,1,12907,1.0023942054758663
12907,203,434.2116537034137,9933.07300204451,1,12908,0.9039007311769183
12908,203,435.1155544345906,24502.938672705724,1,12907,0.9039007311769183
12909,203,438.2348738285533,35344.275023825125,1,12910,0.9404690022506088
12910,203,439.1753428308039,19199.38580254779,1,12911,0.06078016299704814
12911,203,439.23612299380096,9332.80757378288,1,12910,0.06078016299704814
12912,203,440.25505400695096,60372.78667080375,1,12913,0.999987849081208
12913,203,441.25504185603216,13431.808803069283,1,12914,0.8977935099200636
12914,203,442.1528353659522,78082.28546142578,1,12913,0.8977935099200636
12915,203,443.1456752870141,24937.002075745808,1,12914,0.9928399210618863
12916,203,444.2461885281695,9030.366878734372,1,12917,0.9997145249243999
12917,203,445.2459030530939,8500.689095549322,1,12918,0.9613369371405156
12918,203,446.2072399902344,9760.47444281684,1,12917,0.9613369371405156
12919,203,448.2076523868913,47611.12003026526,1,13174,1.794743495577506
12920,203,452.1423319913903,10911.891928701983,1,12921,0.9845860842859793
12921,203,453.12691807567626,20279.037726409453,1,12920,0.9845860842859793
12922,203,458.18459073021296,25238.7930405753,1,12923,0.0507733560101542
12923,203,458.2353640862231,11972.922741152206,1,12922,0.0507733560101542
12924,203,459.2284877950495,12419.561403702606,1,12923,0.9931237088263742
12925,203,462.2565811499825,101569.98564595304,1,12926,1.007007613315409
12926,203,463.2635887632979,18276.35146959357,1,12925,1.007007613315409
12927,203,466.2289152145386,14790.0744692564,1,12928,1.980239186968106
12928,203,468.2091544015067,19080.721380668256,1,12929,1.9424782033597126
12929,203,470.1516326048664,22796.22897289312,1,12930,0.06662241490312226
12930,203,470.2182550197695,35304.9796645417,1,12929,0.06662241490312226
12931,203,471.1374540546429,20782.73163231654,1,12932,0.004737414145608909
12932,203,471.1421914687885,15245.161583811192,1,12931,0.004737414145608909
12933,203,473.24292192495926,11954.043041273431,1,12934,0.9550193098186242
12934,203,474.1979412347779,51813.14168459068,1,12935,0.003853403239816089
12935,203,474.2017946380177,58435.62946769496,1,12934,0.003853403239816089
12936,203,475.205463399815,12638.933134496963,1,12935,1.0036687617973143
12937,203,476.2525933510499,23665.34209247385,1,12936,1.047129951234865
12938,203,482.216278785883,13116.562572517269,1,13175,1.0000352359715483
12939,203,484.2369418770927,17841.83113422939,1,12938,2.0206630912097125
12940,203,488.1630208742965,26139.08780602534,1,12941,2.0006864120914543
12941,203,490.16370728638793,13773.56427969374,1,12942,0.10234441474904088
12942,203,490.266051701137,12795.218098673286,1,12941,0.10234441474904088
12943,203,491.26842013618295,14950.212121597251,1,12944,0.9391082506142538
12944,203,492.2075283867972,10370.95783022472,1,12943,0.9391082506142538
12945,203,494.2640984195402,12865.035317330525,1,12677,1.000532168230044
12946,203,498.2128767317835,134733.0075784685,1,12947,1.0021992532184072
12947,203,499.21507598500193,42552.03711067482,1,12946,1.0021992532184072
12948,203,500.2511968386682,15644.426542119392,1,12947,1.0361208536662616
12949,203,504.24686405576506,52286.14088534651,1,12950,1.0029917368191263
12950,203,505.2498557925842,13910.613741504096,1,12949,1.0029917368191263
12951,203,509.2727997334798,52168.59249790669,1,12952,0.937424676268904
12952,203,510.2102244097487,79345.30219603167,1,12951,0.937424676268904
12953,203,511.2143131801061,37195.36282971927,1,12952,1.0040887703573844
12954,203,518.2535133506861,20580.64466553133,1,12955,0.00963451516747682
12955,203,518.2631478658536,14880.64339690092,1,12954,0.00963451516747682
12956,203,519.2569914961283,21558.96707925262,1,12957,0.007631140146600046
12957,203,519.2646226362749,26943.617566386136,1,12956,0.007631140146600046
12958,203,528.2493002186651,17971.67339451002,1,13945,7.006436213631472
12959,203,537.2675775074437,82648.15191993906,1,12960,0.9384487987086914
12960,203,538.2060263061524,577883.0412561035,1,12961,0.06405699572303547
12961,203,538.2700833018754,24932.01139367128,1,12960,0.06405699572303547
12962,203,541.2555076962426,20414.291626101447,1,12963,1.0154638873265185
12963,203,542.2709715835691,10725.38599191125,1,12962,1.0154638873265185
12964,203,545.2711870075543,14798.729153732247,1,12679,1.4290808082633404
12965,203,551.2350459412066,15521.936315550422,1,12966,4.042300381156224
12966,203,555.2773463223629,211067.9846564229,1,12967,1.005754771764373
12967,203,556.2831010941272,64584.647180909255,1,12680,1.0000368626854756
12968,203,557.2848454137003,12232.001435941263,1,12967,1.0017443195730493
12969,203,562.2511825122211,19351.274253566982,1,12970,1.0245648329949972
12970,203,563.2757473452161,17763.84028765855,1,12969,1.0245648329949972
12971,203,569.2493858674986,168384.4406556028,1,12972,1.0048173882223637
12972,203,570.254203255721,54097.10002331721,1,12973,0.9959212913804549
12973,203,571.2501245471014,20875.40018991664,1,12972,0.9959212913804549
12974,203,573.2720510537046,18107.148089730243,1,12681,1.4254715580781894
12975,203,578.2439233689081,18773.74359494164,1,12976,3.0475749298717574
12976,203,581.2914982987799,15071.729256565915,1,12975,3.0475749298717574
12977,203,585.2104711491309,13744.03515070135,1,12978,2.078737157075693
12978,203,587.2892083062065,12178.87103782202,1,12977,2.078737157075693
12979,203,591.3136612103734,10871.7679589139,1,12555,2.229599868734672
12980,203,605.2943291073753,17455.873914300828,1,12981,1.980900079636399
12981,203,607.2752291870117,16591.093378772737,1,12683,1.0057175847567028
12982,203,609.3275400528412,156183.1851626788,1,12983,1.0026164669518494
12983,203,610.330156519793,52885.2096044568,1,12984,0.9203668979117765
12984,203,611.2505234177048,39828.65933804899,1,12983,0.9203668979117765
12985,203,617.3282908004819,10745.132214694187,1,13178,1.5678889106901224
12986,203,631.3077182719713,11747.848430823778,1,12987,1.9826813890380208
12987,203,633.2903996610094,22154.487394267115,1,12986,1.9826813890380208
12988,203,656.335945064186,15146.886242846138,1,12989,0.992572927483252
12989,203,657.3285179916693,13800.71097993364,1,12988,0.992572927483252
12990,203,668.3559887695312,19455.75640058899,1,12991,0.009083228920985675
12991,203,668.3650719984522,16066.2586411926,1,12990,0.009083228920985675
12992,203,670.2968431159632,39035.67789857779,1,12991,1.931771117510948
12993,203,674.351884527966,46804.81014963167,1,12994,0.9996177543127942
12994,203,675.3515022822788,17326.76345264805,1,12993,0.9996177543127942
12995,203,676.3648417530715,17387.754011586978,1,12994,1.01333947079263
12996,203,680.2833723690047,37905.90585097987,1,12995,3.918530615933264
12997,203,684.3315049597767,45042.2267073895,1,12998,1.0021051637263554
12998,203,685.333610123503,16350.085800442152,1,12997,1.0021051637263554
12999,203,686.3488068111359,11765.427023484972,1,12998,1.0151966876328515
13000,203,698.2922496576418,236849.8308749912,1,13001,1.0027743754919811
13001,203,699.2950240331338,98394.57775432506,1,13002,0.9975220771992781
13002,203,700.2925461103331,38001.705368954536,1,13001,0.9975220771992781
13003,203,702.3463631340851,86479.62349111112,1,13004,1.0013648629084173
13004,203,703.3477279969935,33143.30656847353,1,13003,1.0013648629084173
13005,203,704.3536127830039,14966.848576999846,1,13004,1.0058847860103697
13006,203,706.3475431595725,17549.300601755338,1,13005,1.9939303765686418
13007,203,710.2935122137201,92539.6500536775,1,13008,0.017021519739046198
13008,203,710.3105337334591,14490.338761909155,1,13007,0.017021519739046198
13009,203,724.353692902459,102980.66317214568,1,13010,1.000247068476142
13010,203,725.3539399709351,41711.71862651256,1,13009,1.000247068476142
13011,203,736.309868657632,17005.967731530916,1,12688,1.0065369158034274
13012,203,738.2882352193196,628113.1535057704,1,13013,1.0020840637006359
13013,203,739.2903192830203,293160.0766410217,1,13012,1.0020840637006359
13014,203,765.4083297729492,15366.462621116638,1,13015,3.9591566896724544
13015,203,769.3674864626216,45950.37055256552,1,13180,1.0000100925634532
13016,203,773.415571973503,19777.85449845391,1,13181,3.2022847874723888
13017,203,779.3520565862241,35637.03171896481,1,13018,1.0007653352379293
13018,203,780.352821921462,17787.938535413028,1,13017,1.0007653352379293
13019,203,783.3949249907807,19827.69896503637,1,13020,0.01039620323467716
13020,203,783.4053211940154,23554.5481375556,1,13019,0.01039620323467716
13021,203,795.3902902376853,127244.86650772742,1,13022,1.0024498695053126
13022,203,796.3927401071907,55398.64123082117,1,13023,0.9720373215725431
13023,203,797.3647774287632,190362.8402273996,1,13022,0.9720373215725431
13024,203,798.3658972283675,83751.17305220925,1,13025,0.9996433604266031
13025,203,799.3655405887941,38798.36470623405,1,13024,0.9996433604266031
13026,203,801.4138420211154,47031.41180899272,1,13027,1.0003659430753942
13027,203,802.4142079641908,20705.67487437031,1,13026,1.0003659430753942
13028,203,830.7509051973269,408792.68565535377,0,12691,2.9027263224675997
13029,203,837.35534637603,260925.8040189008,1,12693,2.1173654920134517
13030,203,848.4121081898513,14581.595725652083,1,12536,3.598438155029838
13031,203,866.4273881928702,146596.673531613,1,13032,1.0030604710146918
13032,203,867.4304486638849,73428.7231633169,1,13033,0.9989814123568976
13033,203,868.4294300762418,21646.48330360602,1,13032,0.9989814123568976
13034,203,908.3915318851978,16032.04510619577,1,13035,4.056754482561814
13035,203,912.4482863677596,11983.398756210774,1,13034,4.056754482561814
13036,203,926.4058362475398,94825.0822441866,1,13037,1.000926627287754
13037,203,927.4067628748276,56285.53261824776,1,13038,1.000429177140063
13038,203,928.4071920519676,24476.31007363863,1,13037,1.000429177140063
13039,203,930.45366846372,38424.76446237085,1,13040,0.9964902276864223
13040,203,931.4501586914064,18772.2212245636,1,13039,0.9964902276864223
13041,203,951.4724619272592,23605.52838052028,1,13042,0.9982572752941223
13042,203,952.4707192025534,11043.636576396662,1,13041,0.9982572752941223
13043,203,979.5111811037956,64598.14871460894,1,13044,0.9997127263603716
13044,203,980.510893830156,35664.96937755146,1,13043,0.9997127263603716
13045,203,1017.4885818749144,15125.40495982923,1,12541,3.1564697978234926
13046,203,1038.83624555723,182904.2142824969,0,13047,1.6102738176173261
13047,203,1040.4465193748474,31132.65455119312,1,13046,1.6102738176173261
13048,203,1054.9086756175625,894513.9299554068,0,13049,11.636821543445876
13049,203,1066.5454971610084,84692.82259845115,1,13050,1.0021388095688053
13050,203,1067.5476359705772,49300.286642095096,1,13049,1.0021388095688053
13051,203,1138.4507926679837,22863.63510746829,1,13052,7.1235192132458
13052,203,1145.5743118812295,25784.301589439656,1,13053,0.01295955263367432
13053,203,1145.5872714338632,40096.365051282686,1,13052,0.01295955263367432
13054,203,1146.5872135416666,23620.957066148123,1,13053,0.9999421078034629
13055,203,1155.4728119239378,74331.75869770264,1,13056,0.9987744156762801
13056,203,1156.471586339614,46749.68510990911,1,13055,0.9987744156762801
13057,203,1157.470903669085,22017.543537716905,1,13056,0.9993173294708413
13058,203,1163.5958211710165,318007.76409900934,1,13059,1.0012931070566538
13059,203,1164.5971142780731,216623.36813468457,1,13060,0.997585254571959
13060,203,1165.594699532645,64595.177716718405,1,13061,0.009545997316308785
13061,203,1165.6042455299614,79885.20591137417,1,13060,0.009545997316308785
13062,203,1195.469492835456,111681.64044308776,1,11979,11.000838966548239
13063,203,1266.5085231025437,21889.68691854431,1,13064,0.9841407313990658
13064,203,1267.4926638339427,38826.335254945145,1,13063,0.9841407313990658
13065,203,1268.4925025576638,23926.736953299387,1,13064,0.9998387237210409
13066,203,1276.6708537864122,28963.082174711875,1,13067,1.0018845657173188
13067,203,1277.6727383521295,20221.16245688161,1,13066,1.0018845657173188
13068,203,1284.5153858081717,113128.18586524758,1,13069,0.9989735600468066
13069,203,1285.5143593682185,74214.8582288954,1,13070,0.998089465144858
13070,203,1286.5124488333634,38240.04347873191,1,13069,0.998089465144858
13071,203,1324.5124373412484,149316.7813377944,1,13597,25.548523109018834
13072,203,1373.3070745708674,1159796.4668261437,0,13597,24.260976973613612
13073,203,1415.5527849895198,51302.64495611772,1,13074,0.9989805264467577
13074,203,1416.5517655159665,38347.06124921447,1,13073,0.9989805264467577
13075,203,1559.789309379382,44048.75189294571,1,13076,1.0005223573491548
13076,203,1560.7898317367312,37400.19233824715,1,13075,1.0005223573491548
13077,204,101.07131699782153,29919.378696324275,1,13078,0.9838740422175363
13078,204,102.05519104003906,61110.96143020967,1,13077,0.9838740422175363
13079,204,104.05331601852026,13582.6808305398,1,13188,1.0000000392318262
13080,204,110.071141701045,36005.08873556543,1,13189,1.0000000030932035
13081,204,115.08680266186708,7131.93116642658,1,13191,1.000000006125047
13082,204,120.082116246588,58448.29930506715,1,13193,1.0000000211744688
13083,204,127.08676903766134,6871.044858202727,1,13194,1.000000013226906
13084,204,129.06621681235364,91171.60543277972,1,13085,0.0366169969513237
13085,204,129.10283380930497,53775.45184989202,1,13084,0.0366169969513237
13086,204,130.05004312800264,12408.832529089916,1,13087,0.03675861012109749
13087,204,130.08680173812374,26109.4844397268,1,13086,0.03675861012109749
13088,204,136.07500569157037,101564.61351336856,1,12705,1.0000001066758335
13089,204,137.0791226739753,13477.209169988762,1,13202,1.000000032749387
13090,204,141.0659580016404,11756.03904916999,1,13091,0.03634071063441979
13091,204,141.10229871227483,9856.29746870782,1,13090,0.03634071063441979
13092,204,143.11777287573364,15043.017533155224,1,13206,1.0000001653003043
13093,204,147.07627846538156,53455.20048403625,1,13094,0.03597874572312776
13094,204,147.1122572111047,52313.3000255253,1,13093,0.03597874572312776
13095,204,155.0819174373851,7769.181633175121,1,13209,1.0000004916186265
13096,204,157.09642939206933,10070.920894847197,1,13097,0.03711901752888025
13097,204,157.1335484095982,14998.945403791156,1,13096,0.03711901752888025
13098,204,158.09195629882814,6627.964911010742,1,13097,0.9584078892299317
13099,204,159.07638122263737,16227.865251144924,1,13100,0.015076520402914184
13100,204,159.09145774304028,13895.856311529456,1,13099,0.015076520402914184
13101,204,159.11258867536273,10571.23600314549,1,13100,0.02113093232244978
13102,204,160.89593257734884,190964.17778537548,0,13101,1.7833439019861146
13103,204,167.05542219730845,4844.71320838259,1,13104,0.028602405408179266
13104,204,167.08402460271662,7261.428206127959,1,13103,0.028602405408179266
13105,204,169.09717888302274,7878.491278820567,1,13106,0.0364273355877458
13106,204,169.13360621861048,14242.121418805804,1,13105,0.0364273355877458
13107,204,171.0759790679555,11300.489760339997,1,13108,0.03685541126367298
13108,204,171.11283447921917,10648.378814533193,1,13107,0.03685541126367298
13109,204,173.09200686500185,6670.61443089682,1,13110,0.03655122336755312
13110,204,173.1285580883694,16160.893322838883,1,13109,0.03655122336755312
13111,204,175.11818933148757,20638.182315880524,1,13223,1.0000000139237137
13112,204,183.11286327720347,10516.520189153556,1,13113,0.0365184511958887
13113,204,183.14938172839936,13122.883111210096,1,13112,0.0365184511958887
13114,204,185.0921661563036,11727.60261965961,1,13115,0.03613458904337108
13115,204,185.12830074534696,21224.41493023144,1,13114,0.03613458904337108
13116,204,185.1648834228516,14741.11993119376,1,13115,0.03658267750464006
13117,204,186.1244355130057,18342.28361706376,1,13118,0.9468931008828747
13118,204,187.07132861388857,48996.32642407085,1,13119,0.03651127657965958
13119,204,187.10783989046823,12525.747599346649,1,13118,0.03651127657965958
13120,204,187.1445124566892,17352.506911673787,1,13119,0.0366725662209717
13121,204,195.0760722965389,22309.72852077732,1,13237,1.0000000360609826
13122,204,197.12858793936368,27864.543726938547,1,13238,1.0000000011122656
13123,204,199.0712962371624,12734.132344429068,1,13124,0.03662811331000171
13124,204,199.1079243504724,7082.409547347431,1,13123,0.03662811331000171
13125,204,199.18099561418805,11468.369985852923,1,13124,0.07307126371566142
13126,204,201.12361364364625,21438.806003659964,1,12756,1.0000000163815725
13127,204,204.1343000648665,58412.1925879917,1,13247,1.0000000000035556
13128,204,207.11259213961088,11066.025141620636,1,12761,1.0003071284509308
13129,204,211.14413957192863,10436.16042433994,1,13130,0.9591170692662558
13130,204,212.1032566411949,32742.29264095321,1,13129,0.9591170692662558
13131,204,213.08699599392887,21141.556535391974,1,13130,0.9837393527339771
13132,204,215.13858117335343,18833.335315339595,1,13133,0.9591207279417233
13133,204,216.09770190129515,35953.7377903735,1,13132,0.9591207279417233
13134,204,217.08416446758685,9055.26618119258,1,13133,0.9864625662916922
13135,204,223.07144525482897,36810.51124571252,1,13136,0.03635976209363889
13136,204,223.1078050169226,15206.971377516446,1,13135,0.03635976209363889
13137,204,225.123686226692,14965.832980925206,1,13138,0.3889709738714089
13138,204,225.5126572005634,17586.24405246948,0,13137,0.3889709738714089
13139,204,226.11840394485827,13362.172824216444,1,13138,0.6057467442948621
13140,204,227.1030346905744,7675.030586482861,1,13139,0.9846307457161174
13141,204,228.13410479523407,16414.284197715824,1,13142,0.9840749558800326
13142,204,229.1181797511141,15793.855042506832,1,13141,0.9840749558800326
13143,204,230.11388312445743,17835.295589626698,1,13142,0.995703373343332
13144,204,239.09483791382848,6968.692228041405,1,13264,1.000166508222951
13145,204,240.09750648579987,178308.36366829585,1,13146,0.03637242136102259
13146,204,240.1338789071609,5706.035642083011,1,13145,0.03637242136102259
13147,204,241.08201145675943,41307.21048459467,1,13146,0.9481325495985402
13148,204,242.14993834495544,17721.849737326305,1,13149,0.9837849873762821
13149,204,243.13372333233173,10919.314774861705,1,13150,0.959098424666962
13150,204,244.0928217569987,14038.2231709896,1,13151,0.07262770747732361
13151,204,244.165449464476,14810.45571698771,1,13150,0.07262770747732361
13152,204,245.0762220110212,9298.293715730006,1,13151,0.9107725465451892
13153,204,246.1814836405092,20900.81456348452,1,12798,1.0015249518728349
13154,204,249.1588508605957,34194.96083589395,1,13155,1.943914049828976
13155,204,251.10276491042467,34342.97715446963,1,13276,1.0000002280702711
13156,204,258.1084554387235,132539.44945952535,1,13157,0.03637659754303968
13157,204,258.14483203626656,5381.520085217202,1,13156,0.03637659754303968
13158,204,259.1111795918925,57734.4575913636,1,13157,0.96634755562593
13159,204,260.19680884576616,10490.843660508432,1,13279,1.0000000015565753
13160,204,268.16565112304687,24253.896391723632,1,13161,1.9804987058711276
13161,204,270.146149828918,17472.78324672154,1,13280,1.0000000229339667
13162,204,277.1547204880487,18496.52180448411,1,12816,1.446827661038706
13163,204,309.7390832486784,10018.904839891504,0,12833,1.1580752321202459
13164,204,312.15509086742736,11699.250313842504,1,12834,1.0000000633980133
13165,204,316.15027200450066,29247.602049860747,1,12837,1.0000017590178831
13166,204,325.18706495984856,62830.43374518525,1,13284,1.000000000174402
13167,204,353.18216301413145,82859.71356971371,1,13286,1.00000001213716
13168,204,355.0698484067564,12649.838713017216,1,13167,1.8876853926249737
13169,204,359.0281888231819,24781.572209110967,1,13170,1.0006940633607542
13170,204,360.02888288654265,10593.09067322778,1,13169,1.0006940633607542
13171,204,367.1972662175744,146864.25157976613,1,12865,1.003145661541191
13172,204,371.19234062153134,29591.6220953686,1,13287,1.0000000000931524
13173,204,429.08834447616186,8042.691141079634,1,12905,1.0053548053199695
13174,204,446.71731544011794,95949.65261108911,0,12918,1.1225760395509388
13175,204,482.22467361671335,56384.316664073776,1,12938,1.0000352359715483
13176,204,493.249498103877,93186.7046848879,0,12945,1.4245749543438702
13177,204,595.3088217599052,45965.12333488464,1,12682,2.4483081982001482
13178,204,618.5358816402389,153997.256817988,0,12985,1.5678889106901224
13179,204,745.415241093841,111127.376494235,0,12690,4.252219772560727
13180,204,769.3719792600538,235821.2078428008,1,13015,1.0000100925634532
13181,204,770.3734299879808,111085.89225369968,1,13180,1.001450727927022
13182,204,789.8974214466475,145014.46045778427,0,13424,4.909619658587855
13183,204,823.8072853033304,74935.97292187702,0,13184,3.7244912887476858
13184,204,827.5317765920781,214255.34979396733,0,13028,3.370873622242605
13185,204,932.4344338311088,198763.30015150816,1,13040,1.4031384645273466
13186,205,101.07130185640776,24904.812456849904,1,13187,0.9828493547370272
13187,205,102.05415121114478,24612.07592902993,1,13186,0.9828493547370272
13188,205,104.0530359048759,24023.909642818755,1,13300,1.000000005872286
13189,205,110.07106304733006,29183.583034210656,1,13080,1.0000000030932035
13190,205,112.08712350446626,5325.739267101396,1,13302,1.0000000197645678
13191,205,115.08669198172431,6319.46963973999,1,13192,0.984012085730285
13192,205,116.0707040674546,8194.588506362017,1,13191,0.984012085730285
13193,205,120.08232203516468,34030.71090247056,1,13305,1.0000000110251535
13194,205,127.08693168394028,5644.781054293725,1,13083,1.000000013226906
13195,205,129.0660928887459,30181.604346661803,1,13196,0.03740686053285458
13196,205,129.10349974927877,36713.30049629932,1,13195,0.03740686053285458
13197,205,130.04994496991557,4777.616821461339,1,13198,0.03802217408562569
13198,205,130.0879671440012,12144.77463965852,1,13199,0.01781299052871077
13199,205,130.1057801345299,3563.2264553201608,1,13198,0.01781299052871077
13200,205,133.04393701967984,4367.492214202881,1,13312,1.3881754898245366
13201,205,136.07371361511576,60814.5653676394,1,13088,1.0000008347304339
13202,205,137.07886674669055,10291.832851742942,1,13089,1.000000032749387
13203,205,141.06603906509724,10257.130891299415,1,13204,0.03628637435588189
13204,205,141.10232543945312,6014.091651850353,1,13203,0.03628637435588189
13205,205,143.08161611005295,6703.138944263301,1,13206,0.0355817868670556
13206,205,143.11719789692,10148.049364613553,1,13205,0.0355817868670556
13207,205,147.07587620909786,16056.00609231331,1,13208,0.03645493298910196
13208,205,147.11233114208696,24995.74909176911,1,13207,0.03645493298910196
13209,205,155.0829090207122,5645.775198745728,1,13210,0.03465994901435465
13210,205,155.11756896972656,6908.074958312988,1,13209,0.03465994901435465
13211,205,157.09708227113236,10915.69965722949,1,13212,0.03639560454826096
13212,205,157.13347787568063,10578.57076698072,1,13211,0.03639560454826096
13213,205,158.0908045469615,7456.149611216189,1,13212,0.9573266712808675
13214,205,159.0763295995127,7262.351958085995,1,13215,0.015174763462965757
13215,205,159.09150436297566,54495.24040787885,1,13214,0.015174763462965757
13216,205,167.08370058817636,4945.764769071055,1,13104,1.0000000524927097
13217,205,169.0970478546925,5475.956797471414,1,13218,0.036279563667704906
13218,205,169.1333274183602,7738.501002165778,1,13217,0.036279563667704906
13219,205,171.0759549166987,5790.703096441884,1,13220,0.03679039077488255
13220,205,171.11274530747357,8122.662065994038,1,13219,0.03679039077488255
13221,205,173.09216779938544,10404.176975020564,1,13222,0.036352671692952754
13222,205,173.1285204710784,12866.91299033165,1,13221,0.036352671692952754
13223,205,175.11802245600205,38016.93906374312,1,13111,1.0000000139237137
13224,205,181.0613443475021,4579.532015714431,1,13225,0.035202087672047355
13225,205,181.09654643517413,6864.395176341515,1,13224,0.035202087672047355
