spec_no,mz,intensity,signal
164,813.4711996357092,40316.191317969045,1
164,813.9723052334684,39337.50746862999,1
164,822.4765298332967,931928.470516059,1
164,822.9775444758176,791793.9113857836,1
164,823.4778256929837,446176.7048655583,1
164,823.482398156675,390294.7817061034,1
164,823.9828703345322,262451.8458750655,1
164,829.5128068113638,37415.30179663265,1
164,834.8538953865464,731742.6581944316,0
164,851.4955886582197,49773.9401537685,1
164,857.9945297459818,100368.94572374404,1
164,858.4952503551136,100789.00828312484,1
164,858.9963230040015,55285.35635320152,1
164,864.9088405749552,187815.9394115173,0
164,891.4914260738152,41194.56951176037,1
164,893.6452124831267,535160.5585808255,0
164,900.549558392693,29902.343418166216,1
164,934.495355515253,26412.42213550951,1
164,936.3223006086322,1220156.3859754438,0
164,976.9645137791856,1384214.369992786,0
164,997.604247792562,290108.6786788622,1
164,998.6067089792024,149825.10670172967,1
164,999.6090502361918,54073.77334177771,1
164,1019.587872090764,66595.66472194332,1
164,1020.589714050293,37303.91591292043,1
164,1068.6355573043083,75485.38069093575,1
164,1068.6440442604994,68195.66640012227,1
164,1069.6459294499575,44677.14860819224,1
164,1111.024225617204,1141617.79256579,0
164,1130.6144495522103,24400.61678522622,1
164,1147.6851421155427,37847.19050156443,1
164,1165.69302612532,805079.7738082218,1
164,1166.695194932281,508347.538834056,1
164,1167.3752144922537,1295430.8403924825,0
164,1167.6949314149488,156452.0598008693,1
164,1167.7035090414329,216519.14714380327,1
164,1173.626986966275,35739.41834391226,1
164,1236.729742019049,120479.28270040304,1
164,1237.7305990239624,77174.59022210234,1
164,1256.9024603233738,1298142.3238067178,0
164,1307.7675048072272,63641.376131228986,1
164,1308.769574622968,48918.123751126805,1
164,1309.8631061929566,1486926.185180963,0
164,1404.8153889973958,171368.14414227495,1
164,1404.824070930481,266997.0093329549,1
164,1405.8250878488916,184610.7826546563,1
164,1406.8271055830287,62421.8897055768,1
165,102.0548015322004,16156.996707462127,1
165,110.0714388645536,49151.59044124081,1
165,115.0867533569336,5940.655165283203,1
165,129.066163562593,4779.338521018861,1
165,129.10385649262005,106372.56008074275,1
165,130.08678955356825,19109.90565901804,1
165,130.10569077050127,8748.852792983087,1
165,136.0728320275952,19621.24817152652,1
165,147.11263579694332,34272.59856216996,1
165,175.11884622573854,17911.71587090492,1
165,195.07585044725408,6585.8774231242005,1
165,207.12491616970155,11943.776099838862,1
165,213.087340787562,23446.43125684552,1
165,215.1386464054424,9393.191680958396,1
165,226.11794543457032,5725.974508134842,1
165,231.0971337575761,29207.49176095592,1
165,235.1178174362969,23804.78259905589,1
165,241.08277675083704,23224.420824880017,1
165,242.1866265460537,18835.77132899392,1
165,251.1501813503127,10318.877761672817,1
165,259.0920881791548,76051.47656166193,1
165,260.09491596221926,9879.03580379486,1
165,260.1965264608694,31626.060889114706,1
165,354.1656123046875,6081.8120886840825,1
165,372.176230875651,7066.872220653958,1
165,397.2549344173317,15140.453784320487,1
165,483.75371608027706,30997.483993883485,1
165,484.25485501623456,16260.392262063968,1
165,494.3088825941086,32072.31204625964,1
165,495.3114785358405,7019.725792587183,1
165,516.7426649394788,24530.35682075902,1
165,525.7467455182757,27399.96973725728,1
165,526.2483200644427,17955.845018131848,1
165,530.7374567831716,18737.84760361333,1
165,539.7446400960287,26654.844465382896,1
165,579.2137323635727,10398.610729274464,1
165,596.2891176285282,18087.19439118908,1
165,597.2890035939771,11132.820855384649,1
165,608.3515503482042,18793.75999309143,1
165,660.3331153506324,72951.97186646235,1
165,660.8337168592087,57960.50250398352,1
165,669.3343208931587,129025.47332773982,1
165,669.8366412823017,74716.05375512563,1
165,712.3130913276177,9897.828579692095,1
165,723.3756882369153,18204.753359461123,1
165,730.3271279371422,10146.777113062735,1
165,820.3924936693768,19349.316267324048,1
165,821.3908744271346,11829.0502454202,1
165,826.3542081047507,9826.830351689285,1
165,838.4058530150342,68626.83833995787,1
165,839.4085380009243,28300.368567585945,1
165,844.368283589681,19451.351411002022,1
165,966.4961589153548,37981.70061796949,1
165,966.503943844118,49169.604675590126,1
165,967.5059734668608,15546.851957134171,1
165,1025.065899701393,119430.87203053104,0
166,101.07120541715427,41360.62579185084,1
166,102.05485610420824,77325.08989234004,1
166,104.05336720844696,27476.2248968542,1
166,110.07079317577208,81126.95450752282,1
166,115.0874370137199,97159.4367590232,1
166,120.08314890623718,538515.1660783222,1
166,121.0843754781556,49358.36372055546,1
166,127.08678060182385,13327.048346291123,1
166,129.0660163031684,26469.41040971544,1
166,129.10358961906985,130679.50415959011,1
166,130.08747310981065,86802.17549845987,1
166,130.10594998873196,11478.666249739816,1
166,136.07466768440224,149436.37702310263,1
166,137.07864638657597,20417.3367928399,1
166,141.06595370435963,15240.738355013991,1
166,141.10238565981967,17317.842098421264,1
166,143.08193756614983,73881.24898938493,1
166,143.11730575561523,30322.68286125241,1
166,147.11172200520832,137841.1124612363,1
166,148.1158910231157,13749.13643247431,1
166,155.08284997427336,16840.374752215586,1
166,155.11651102701822,18828.519829868543,1
166,157.0968174720878,22889.938229575087,1
166,157.13321604047502,37982.00182506868,1
166,158.09208215385806,16346.05086823182,1
166,159.07673615100336,17305.016606517867,1
166,159.09153311593192,26324.02413627988,1
166,159.11260241340187,30985.0964146558,1
166,167.0851466712769,17141.955151443846,1
166,169.09667748212814,16712.029092546552,1
166,169.13342165848846,19063.60334922257,1
166,171.07526962845415,11287.514135478456,1
166,171.11253568688218,17158.242128831513,1
166,173.09178720027842,21578.30240612436,1
166,173.12849682438983,23994.435621164143,1
166,175.11708714234504,47429.04427010343,1
166,181.06138348105728,11709.54662235841,1
166,183.112726258395,20857.66156587601,1
166,183.1492306973072,24859.47569396648,1
166,185.0920434321753,28221.11912698336,1
166,185.1282846914173,36038.468581679175,1
166,185.1652066085139,21151.62868879581,1
166,186.09073963333088,73526.750242127,1
166,186.1238748341003,49669.77006057603,1
166,187.1081500929229,16824.36099943336,1
166,187.1448268890381,97338.9605613022,1
166,191.1173487858974,39045.09233552392,1
166,193.0961505814104,51845.63497884384,1
166,195.07569126267504,20731.285773351403,1
166,197.12854009578663,21411.81523618379,1
166,199.0711596453632,13001.600100999996,1
166,199.10762571893343,15099.505609733624,1
166,199.18098225085265,26134.854685594582,1
166,200.10299278708067,30930.343090337865,1
166,200.13814488353344,13168.225355020306,1
166,201.08698772910407,15292.250150806856,1
166,201.12369936988463,27397.457863762265,1
166,203.1115158843994,26679.16556031704,1
166,204.1024836551101,48697.37702353917,1
166,204.13387897198007,10662.539418694912,1
166,207.112333266116,20158.71634497037,1
166,211.1442765572771,22301.9902855401,1
166,212.1039200832969,15241.639856744754,1
166,213.08687103900712,16125.769421410314,1
166,214.1174619941301,32285.80316460859,1
166,215.1375306447347,35438.65091474851,1
166,216.13394684261743,16914.33568961753,1
166,217.084455071426,18104.961565474183,1
166,218.1499838299221,18540.249823517268,1
166,219.11300786819749,37381.65903174107,1
166,221.0920055209312,57556.86344028031,1
166,221.12807276991543,43438.74813397726,1
166,226.11823570437548,10108.44703313781,1
166,227.10339060816275,19025.77672866295,1
166,228.1340513725501,15173.491124638243,1
166,228.17070960998527,23598.51567699796,1
166,229.1166546916404,12913.402830068131,1
166,231.112748845098,385695.0690036649,1
166,232.11555486485577,52615.07041665782,1
166,240.13391026501407,12628.233755047288,1
166,244.1656729656717,36552.62643663157,1
166,246.1814125039901,97424.03365004162,1
166,247.1081686633372,22619.28165574101,1
166,249.1235262088822,457168.6784523932,1
166,250.1262619170636,62427.4101223106,1
166,251.1501205715202,21008.83393322645,1
166,258.1448921365941,22375.869872332634,1
166,259.1078217438469,128687.8135232875,1
166,260.110503578186,30484.48172454834,1
166,260.1962845239884,29811.120034058888,1
166,268.2081705749863,315092.420619595,0
166,277.1178233916747,100835.3507898402,1
166,278.1141642320196,75757.56574386774,1
166,292.1292097016243,31421.979292249947,1
166,302.1497099930096,127243.81813570896,1
166,303.1526808395884,32809.41050944609,1
166,326.1748338317871,36312.67091911316,1
166,330.14468736820174,242448.2676163308,1
166,331.14780745967744,48550.6051552065,1
166,335.1347816610464,153235.5278307324,1
166,335.1716085084728,35132.12225186433,1
166,343.1973074541129,75038.64924044223,1
166,348.15522317325366,37009.31487920004,1
166,360.2242961551832,121987.7274100055,1
166,361.1511445628653,30643.238824748307,1
166,361.2268289336076,35261.603319912094,1
166,367.6997119984024,284375.84786975686,0
166,373.1863162817544,29665.45433170748,1
166,399.4350229428777,275601.621999411,0
166,401.18293407856,68302.63448539842,1
166,406.16873455391897,60612.25116099003,1
166,406.2113384324677,55040.96714245543,1
166,432.187392578125,34861.81872052874,1
166,434.2035910507728,65204.19321763927,1
166,458.2044690790024,45024.1832223168,1
166,460.2251375470843,72631.22350489412,1
166,466.190875947041,74871.48413129922,0
166,477.2475489490437,41175.94560508008,1
166,488.2135841414245,43418.6160596881,1
166,505.2425366210937,48936.55798522949,1
166,506.25185619945256,34370.6053183381,1
166,523.2876893814,93496.35568470064,1
166,524.2901503619025,38316.816968536375,1
166,525.6249343830212,156666.26281658467,0
166,531.2552970286166,44359.30997358815,1
166,545.2709773472377,29428.329749952045,1
166,548.2835099283855,35180.127005462644,1
166,559.2518591678504,36037.28909076344,1
166,576.2758523960306,53209.26853114427,1
166,580.3088761351603,530095.7416912577,1
166,581.3114722347549,147360.92036289285,1
166,582.312560193292,19607.562207557414,1
166,611.4154988581865,495116.8588838764,0
166,612.1129385195411,254491.28685468945,0
166,614.3256056043688,511720.57463636354,0
166,620.0841013420307,245207.82618580185,0
166,651.3460748845881,387605.671070754,1
166,652.3487774473248,121160.9677842458,1
166,689.9472096315735,411471.8590144535,0
166,722.383484732081,340063.0434702189,1
166,723.3861154955487,130465.93020709723,1
166,729.9329972839154,503029.10587457824,0
166,758.3212033923851,26228.91515988336,0
166,769.3032375891412,198735.92661710724,0
166,821.0549409369539,225967.14484624137,0
168,101.07109477398936,59322.94603865668,1
168,102.05519840695442,45694.99581391221,1
168,103.05471587967088,10007.754781534384,1
168,104.05316215873565,19058.0664512071,1
168,110.07025704804052,66239.20153700438,1
168,111.7536808507218,110274.50999353136,0
168,112.07585494244684,15453.48604946449,1
168,112.08727017180014,10308.317874496406,1
168,113.07126986595893,10247.995064581592,1
168,115.08694545319683,14122.166004399189,1
168,116.07068513194967,13264.581246183525,1
168,119.04930408444024,16795.715846238938,1
168,120.0838724559854,122991.7094838647,1
168,121.08435291438909,17593.34103239976,1
168,126.0550355862845,7927.311641906119,1
168,127.05033024270736,10284.849478119047,1
168,127.08686447143556,15431.444086733318,1
168,129.06627138872082,26479.789973873754,1
168,129.10384157687258,64651.91927966964,1
168,130.04987517772454,9423.751806379263,1
168,130.06624620013102,16072.177686063473,1
168,130.0886642657967,20314.171278565955,1
168,130.10608705910303,7241.127227885749,1
168,131.08314102307884,10034.22438513494,1
168,131.11764507871686,16388.102035042735,1
168,133.0439883903675,15680.69725546883,1
168,133.0616882448274,37641.35352651085,1
168,136.0742277106022,183008.0398434609,1
168,137.07868035231965,22495.980915045435,1
168,137.11062728847392,46742.17749375845,1
168,141.0659188284001,13585.745781385394,1
168,141.10253868198157,16503.715808212015,1
168,143.08210530314412,12225.853962104637,1
168,143.11666655900927,37513.54646570276,1
168,145.0611774481616,11645.758184562608,1
168,145.09624926249185,18070.511296859808,1
168,147.0759336496765,7432.948418839913,1
168,147.1116691002479,35650.80361292912,1
168,153.06611053853095,7239.376057926613,1
168,155.08302443312826,20054.71497112839,1
168,155.11687073884187,8792.169205594946,1
168,155.12765515860863,51089.19004420911,1
168,156.076219192659,9906.789453564268,1
168,157.06174374844164,9123.359938820371,1
168,157.09625976373536,12314.623754944225,1
168,157.10856290406818,6048.920412003239,1
168,157.13303925561124,16819.706555955396,1
168,158.09096744573006,18611.68141230579,1
168,159.076107795006,22016.82877281085,1
168,159.09141863383334,36539.19744661653,1
168,159.11189181648166,9849.06079923416,1
168,167.08407396531794,11994.112269559244,1
168,167.11189041137695,10283.702313596552,1
168,169.06221631778183,10068.301168544318,1
168,169.09662480379274,16758.682922553016,1
168,169.13324993270916,16148.64864069339,1
168,171.07572966115677,18417.780756209788,1
168,171.11255979298346,20345.87182256804,1
168,173.055401304233,11253.0231121711,1
168,173.09203268515097,16972.459922625567,1
168,173.12835977662286,36163.74765959326,1
168,175.08761737097993,15496.200152718948,1
168,175.11750589820542,77023.36379435817,1
168,176.1221821269051,7218.682343488183,1
168,177.10303898050327,12833.420675258443,1
168,181.0609716728552,19849.024433591472,1
168,181.0966332729325,88013.22127701211,1
168,183.07631575193443,20676.709425915247,1
168,183.11268567103969,19369.90937408279,1
168,183.1490888836003,18569.16926882448,1
168,185.05564608187288,11172.26684067185,1
168,185.0918654022609,19352.45086269329,1
168,185.12797600468505,43673.96772603868,1
168,185.16486149043828,38310.53873408496,1
168,186.08805261531347,21895.86845983586,1
168,186.1238302001953,10456.004732257845,1
168,187.071333855523,34227.279385761685,1
168,187.0874987720738,8495.424667200394,1
168,187.10768885756983,14089.71871139064,1
168,187.14403659596164,22842.693042463416,1
168,189.0870777476917,10150.873035199716,1
168,193.09688386864423,16626.850543364635,1
168,195.0757935670045,9827.075905086758,1
168,195.11266893781087,10286.26177620488,1
168,197.12841700164364,42987.85823152211,1
168,198.08729137073863,14035.122869313363,1
168,198.12662223215847,7088.413368166162,1
168,199.0712564443613,18587.76019334669,1
168,199.10777658841857,16976.49737446515,1
168,199.180806724258,70591.74582066009,1
168,200.1034500564354,48497.55085289996,1
168,200.1389737916224,29913.68256069541,1
168,201.0871664978737,14286.524971726329,1
168,201.1235717961817,42133.265545350536,1
168,202.0838557760514,16511.238026339022,1
168,203.1051671900456,15022.779566326411,1
168,204.1343308656954,12968.171553311617,1
168,205.0968878004286,11408.245392163595,1
168,207.1126549523156,16802.683504538494,1
168,211.10794140742377,10725.442526899851,1
168,211.14409238821904,20690.880915298592,1
168,212.10314539204472,13419.27261631126,1
168,213.0869169415168,27225.685503518805,1
168,213.1590147371645,31800.96822871985,1
168,215.1061674375792,11270.38505701632,1
168,215.13816900420608,104930.35034056714,1
168,216.09765432338523,18283.695414220445,1
168,217.0847090751149,14773.247724165927,1
168,217.134994991242,15529.28604769833,1
168,219.1130600804868,27683.800374803337,1
168,219.1492919921875,25231.64465880132,1
168,221.1282143050325,17088.743248122893,1
168,223.10755790240395,12295.88761745923,1
168,225.12329565054728,27664.583053224324,1
168,226.0825751861396,18532.81952724567,1
168,226.1180545535125,17796.853649144436,1
168,226.15442824945217,8006.269886563464,1
168,227.06643913731432,32277.07918685133,1
168,227.1028147977941,21241.371063793405,1
168,227.1751783322065,31557.52715389196,1
168,228.1340820070297,23219.090305853144,1
168,229.1171935884824,26077.109057486352,1
168,230.0771340160835,13056.784352514802,1
168,230.11381653816468,10125.06775108076,1
168,231.0960070397243,17453.932684937783,1
168,233.1649033933504,20611.065697915383,1
168,235.10913825035087,46234.69400877952,1
168,235.14427871252656,11249.878839346078,1
168,237.1265866611544,12396.237453626663,1
168,240.0975622030405,15613.908869761686,1
168,240.13399144222865,17137.47927482652,1
168,241.0823748039477,16093.316287365828,1
168,242.1497215857873,23988.441554718887,1
168,243.1103759577245,8364.202628365269,1
168,243.13338528227249,46952.59083417439,1
168,244.0926179201794,69880.81086827129,1
168,244.1314505456199,9544.924836756478,1
168,244.1652159600204,16724.237512508727,1
168,245.075848197937,16244.039711856842,1
168,245.1292842962803,12195.662725045133,1
168,247.1081971199281,12195.691287674445,1
168,249.1233495938576,18438.59095840939,1
168,249.1588795347984,15774.74254108808,1
168,251.1030779641772,18847.808582836988,1
168,251.14987225721111,9133.887010927254,1
168,254.14981117569096,9181.237977260302,1
168,258.10840749903343,21160.86655126416,1
168,258.14476180472644,13798.15765717972,1
168,259.0919479370117,19631.33428071737,1
168,260.1964075724284,12882.438091439672,1
168,261.15772278915495,14328.09549859854,1
168,263.10326370919586,32745.517308326285,1
168,265.11771784073267,12118.113675251983,1
168,266.1538803772357,15481.440411666654,1
168,268.16593359151017,19065.30476476074,1
168,270.1084233834041,16586.304210615355,1
168,270.1467065759607,11680.511541057278,1
168,271.1761473075828,17813.99267698173,1
168,272.12709735457304,8605.316456333088,1
168,272.1698986869712,12712.700117619275,1
168,277.1178443951314,18562.85075178093,1
168,283.1425856624741,15552.108640647795,1
168,284.12508621632725,27656.705242084023,1
168,287.13482955739465,21490.63359956047,1
168,288.20290434013293,153431.46480832054,1
168,289.20605270583906,40573.41200533161,1
168,297.15580452262583,11229.787844682667,1
168,298.104833911279,38289.17163614741,1
168,299.17182815454566,17623.042884389306,1
168,300.1545628138951,13033.153174966246,1
168,311.1715641465298,8648.17745501496,1
168,312.1547228155289,13707.44099446669,1
168,313.1879235903422,36667.24159068862,1
168,314.1707571524161,16701.769108336648,1
168,315.1303067971732,47495.70882621066,1
168,315.166817208995,12859.430586109993,1
168,325.1875137054992,9517.09880897385,1
168,327.13111695103674,15488.885119612112,1
168,341.1460674830845,14902.966535204932,1
168,357.176046960641,20861.49612190212,1
168,388.2429580976535,166572.49688754487,0
171,101.07144480738148,12281.976483049064,1
171,110.07127725642962,14616.00189515274,1
171,120.08232659944063,24935.522328841125,1
171,129.10329673403783,18331.89003440312,1
171,130.08822324464646,5680.677784816824,1
171,136.07534738020465,17574.22981448607,1
171,143.11744759752858,11283.15345988554,1
171,147.1126265032538,9212.745520443752,1
171,155.08263230481683,9380.178197898613,1
171,159.07606712857583,7913.733787880804,1
171,169.06123828125,7497.228733337402,1
171,169.09687726637895,7902.99173153148,1
171,169.133659209181,9431.487069763592,1
171,171.1127894237788,9125.177987532184,1
171,173.1285764476921,11388.930292057086,1
171,175.11813897955906,34890.91295939929,1
171,183.14935500330205,10703.208576998264,1
171,185.0921669006348,8468.663069152832,1
171,187.07139028873084,31295.553091891303,1
171,187.1443588381908,16490.386075004204,1
171,197.1285665083905,18936.93284912109,1
171,199.1809552907944,7715.831102371216,1
171,201.1236535014121,12195.807451848132,1
171,211.14418975577863,10814.488121852402,1
171,212.1030970034392,8388.472200476604,1
171,213.0871449576484,6500.8288600179885,1
171,215.1388957500457,26959.81057715416,1
171,216.09793509206463,10682.134995060582,1
171,226.11862607346367,14730.858867055362,1
171,227.10304742110404,11672.537563352656,1
171,227.1753031822943,7137.252859853929,1
171,228.1343117850168,9651.757994188582,1
171,229.1175974696136,8804.200203004948,1
171,242.14993546360225,12103.88189138368,1
171,243.13380038791232,12011.75584865994,1
171,244.092772453062,6658.066849493212,1
171,244.165463386698,6352.247287506752,1
171,254.1499436286188,17711.389991598746,1
171,262.15103472196137,13239.81500346844,1
171,272.1628233810951,13236.368890696558,1
171,282.1452108644972,12261.365992003795,1
171,284.1967057778802,7881.262012401097,1
171,300.1552954411161,70432.44944096994,1
171,301.15796669083414,12700.08618675097,1
171,310.2122943354588,13503.338166405172,1
171,319.1725650982265,50179.1178686323,1
171,320.1740889723284,7582.784054039169,1
171,326.17159455013973,8384.32639663585,1
171,344.1828388511064,9837.88095718658,1
171,367.2341499013349,18471.777147797515,1
171,383.1924094439446,32341.196426277304,1
171,384.1936672044837,7913.433577095253,1
171,385.24522760088354,16833.290309713633,1
171,395.2296282690276,9748.13659113758,1
171,401.2040250614218,17309.51926068267,1
171,413.243052299449,16692.928491478724,1
171,432.2564959741914,27562.34157982972,1
171,468.2830696105957,10855.327471839057,1
171,478.26657494566496,29720.446691201145,1
171,479.2691689020471,9893.92802595187,1
171,486.2922175480769,10806.859299341835,1
171,496.2763642447336,61044.95694590637,1
171,497.2841824799581,18506.207225550235,1
171,514.2877371993719,21076.93228748546,1
171,591.3505940755208,12518.908521693093,1
171,609.3569615250927,13997.077036356524,1
171,609.3639452970481,22684.465567769883,1
171,625.3160607203964,9127.35500241114,1
171,627.3709009630927,8617.006139321164,1
171,640.3461546859121,12060.313772682252,1
171,643.3297791040244,9593.053862211083,1
171,657.3684168605939,116190.51321173052,1
171,658.3710424991054,38684.194284482764,1
171,659.3716550812007,8898.090273759497,1
171,782.2737070127816,102159.478213085,0
171,901.4899644020682,40578.63891133035,1
171,902.4906572164948,20561.245642278613,1
171,958.5097819583516,28472.841561617424,1
171,959.5094518965216,14092.85660861556,1
171,1014.918035465892,8814.77594802674,0
171,1015.5312901025214,75675.03216486631,1
171,1016.5329268341692,43005.19595892636,1
171,1130.5539966930044,39522.08931016922,1
171,1130.5655269622805,35070.616471625865,1
171,1131.5534897424225,22285.84056871457,1
171,1131.566260468188,26494.808013188755,1
171,1171.3942547978063,69245.10039569573,0
171,1241.591621335873,12297.13901213969,1
171,1258.612063470715,20162.800108401363,1
171,1259.6117298315603,14206.626363605472,1
171,1345.650035095215,62292.43029626211,1
171,1346.651076372932,49709.49296689501,1
171,1347.6499014395254,16624.182679352936,1
171,1460.5704103616022,72616.79175447879,0
171,1474.6917059271186,70187.15510916495,1
171,1475.6921099149265,54722.16882162828,1
171,1476.6914260988312,25094.69418208192,1
171,1587.771341673085,25006.083647580213,1
171,1588.7722210650677,22183.500508074994,1
171,1628.223594054679,37210.52438057544,0
171,1688.8279423400434,38924.65120994957,1
171,1689.827468981846,33016.06467459699,1
172,101.071222782135,29409.667540550232,1
172,102.05510102574227,36000.00366835731,1
172,104.05314748565112,14625.21562438216,1
172,110.07090753583766,48917.11674566411,1
172,115.08672721913996,13525.109085799864,1
172,116.07082208141482,22147.101929021635,1
172,120.0869751730083,47867.59300714187,1
172,126.05501602869954,19415.02220313561,1
172,129.06596759685036,13031.646144403994,1
172,129.10315459115165,46863.4733648777,1
172,130.08716793060302,17039.403791427612,1
172,136.07401649319397,76931.23695261948,1
172,137.11066710059322,37778.55964736559,1
172,141.0662910241649,19344.324854780127,1
172,143.11773956691758,22561.494924000915,1
172,147.11230438474624,25266.92050556342,1
172,155.08284416751584,11849.896694957346,1
172,155.1273107650432,34738.22011680603,1
172,157.09596533278014,10257.533468954402,1
172,157.13268557461825,14785.376038716986,1
172,159.0755726507855,27570.92843172008,1
172,167.11061297406206,10676.077703959994,1
172,169.06293811220112,85106.55157355106,1
172,169.09642616478172,8231.596848748826,1
172,171.0754154750279,10303.094007368212,1
172,171.1120439440475,13861.886962075308,1
172,173.09146230597244,10040.14725242665,1
172,173.1288231975956,33479.053415246206,1
172,175.1174787413399,26754.68764572684,1
172,183.11173290891696,14806.201398142704,1
172,183.1490463407913,21038.23781188172,1
172,185.0918890090216,12775.179392505828,1
172,185.12768028151825,63705.73151547472,1
172,185.16582865110584,15867.813135100085,1
172,187.07142762880068,273116.2958009694,1
172,187.1085759779986,7425.002319999302,1
172,188.0734619000636,20801.84456354981,1
172,195.1123636717437,14217.17349799474,1
172,197.12860576311743,16045.608145212134,1
172,199.1078667462191,9698.163658580675,1
172,201.1240046527756,26977.843278611323,1
172,211.1446983101441,13710.343599501344,1
172,212.1039120199902,25640.826447618463,1
172,213.08723940641983,14968.98516713018,1
172,215.1376997568075,18109.15780705387,1
172,219.70481517670456,2148451.9527526675,0
172,221.79603506579463,1125478.007662624,0
172,227.1036674055473,12313.221095625056,1
172,240.0969694985284,10967.379231386714,1
172,242.1510164322392,19341.023845760283,1
172,254.149835389236,91960.11777983246,1
172,255.1518168198435,12133.584188160145,1
172,272.16440661845763,41750.31443849809,1
172,282.14522552490234,30513.9949614768,1
172,284.124542903379,21500.45508130392,1
172,300.1545361659324,57715.313874496045,1
172,313.18644266460666,25073.655303575502,1
172,326.6655308067376,20162.71475287363,1
172,327.16599252683307,232866.01478482605,1
172,327.66681105669807,52736.43643798828,1
172,345.0049567058526,2289198.407634558,0
172,375.19198287963866,143340.37585762024,1
172,375.69200592041017,2473699.640589523,1
172,376.19295014172064,557802.5924913639,1
172,376.6939394138003,74828.50342052896,1
172,396.4260055864901,2040832.395462756,0
172,441.2447112327398,164869.13840409878,1
172,442.24755148691673,21216.445340907736,1
172,556.2709501692392,102317.2702416633,1
172,557.2736693488228,19078.65236344105,1
172,566.2550273694491,28427.112316871942,1
172,584.2690105329241,32508.357833862305,1
172,599.040424331602,824064.0429938473,0
172,652.3256114323934,48968.82958320776,1
172,653.3242262709198,692284.3050951528,1
172,654.326520284017,141356.3041613611,1
172,687.3478348495177,26246.7263430397,1
172,732.3563218227653,78401.80835823125,1
172,739.4273624445635,1504868.7200129048,0
172,749.3749577186627,82555.52118299261,1
172,750.375340756814,1067586.085724356,1
172,751.377548310251,302047.86860235967,1
172,814.2275811166812,2435120.521796418,0
172,821.8923297358447,2134431.448766606,0
173,101.07098723794812,40117.41312543923,1
173,102.055296761649,102415.6091570173,1
173,110.07059383907834,173878.1740103232,1
173,115.0870735488252,36791.51677918577,1
173,116.07051553299178,25687.59581414977,1
173,120.0817999384206,112330.12894750704,1
173,129.0662559226707,19991.58329584569,1
173,129.10292590639128,84621.25164430247,1
173,130.06543321674374,21989.60772123791,1
173,130.08780141030587,33767.51984153255,1
173,136.07492402312045,125707.46093304126,1
173,141.10234770903716,28760.53921843864,1
173,143.11595236736795,35445.96084213257,1
173,147.11215656306467,45381.805004197726,1
173,155.08272688123915,48933.298856268986,1
173,157.09696078300476,13195.182926595213,1
173,158.09140239042395,44368.462755876426,1
173,159.07632339832395,40887.59440359959,1
173,159.0917558093999,48179.56363406598,1
173,169.0969717407227,14249.757414474489,1
173,169.13345221157732,23076.331549098573,1
173,171.07553401994116,13075.519721231343,1
173,171.11291375217667,26803.945628982,1
173,173.09221896003274,45020.5223868875,1
173,173.12853553078392,22813.197439735584,1
173,175.1176771594632,81814.04171300089,1
173,183.11268320391247,24045.95245890464,1
173,183.1493857247489,22882.81796458411,1
173,185.09211632057472,75956.31870446382,1
173,185.1282979886826,27328.146598188843,1
173,185.16495236483487,35485.35040826508,1
173,186.08862767075047,18604.756549141624,1
173,187.0715477438534,45822.86822671329,1
173,187.0866722998681,10776.404271212492,1
173,187.1081550011268,24419.175428683942,1
173,197.1284608437981,20313.47375208895,1
173,198.12479102611545,9226.721600532532,1
173,199.07169142503005,32044.394085575983,1
173,199.1081845995406,16855.92693491385,1
173,201.12364822778943,30655.686909357708,1
173,212.1031102107121,17168.94916480138,1
173,213.0871174552224,193592.838742798,1
173,215.137383278836,27039.46288079894,1
173,217.0849462890625,30818.253419291177,1
173,225.0974400838216,10197.700993114047,1
173,226.1180007571266,39049.63601555711,1
173,227.10339973546283,22251.95955612086,1
173,227.1245300292969,13783.017635091146,1
173,231.5743073765515,38433.98630721844,0
173,235.1131388346354,56292.08275453861,1
173,240.13447084288663,13339.9991611536,1
173,244.09244297572545,19306.155906459266,1
173,253.0932650052584,9961.959271240234,1
173,284.12652857163374,96140.13167905807,1
173,298.1762768709207,8174.263243470011,1
173,322.1871830866887,9951.081494375376,1
173,355.17370308770074,9628.20512199402,1
173,375.1763081020779,9031.686047765945,1
173,393.1880381816142,5540.80465925062,1
173,403.171393500434,10632.483614321109,1
173,421.18346226772417,12400.141115135122,1
173,422.7088826497396,9420.769556862968,1
173,436.7064161512587,10082.728451707628,1
173,437.2083435058594,8357.929008847192,1
173,456.12166210246176,136305.95902978565,0
173,481.6958680721386,133440.3598627247,0
173,500.7347205793354,8349.283416533135,1
173,571.26368193574,17312.089462238353,1
173,589.272269275701,11931.926377911434,1
173,623.3133959960937,7841.552224324544,1
173,694.3332812817066,115601.46933023032,1
173,695.3356380208334,45201.90105834961,1
173,699.8396562009993,111752.32969496385,0
173,729.3469548152043,8933.664069073016,1
173,730.2388142040257,105213.70647576344,0
173,735.7461215901903,140294.31075469605,0
173,743.3480571228781,11937.94288616416,1
173,747.3553847369026,17034.865981158087,1
173,757.3442082191581,29457.989148723544,1
173,763.4947908182191,191932.9944507851,0
173,775.3507387862246,71514.67647924178,1
173,776.3537298131872,34566.57824933087,1
173,803.8555490154109,44469.04615470154,1
173,804.3543288286994,39090.77191655776,1
173,816.3732179854919,105896.23017442116,0
